,Valeur fonciere,Nombre pieces principales,Surface reelle bati
1112574,168500.0,3.0,55.0
1112577,205000.0,2.0,40.0
1112589,1220000.0,9.0,262.0
1112591,1220000.0,1.0,20.0
1112594,327400.0,1.0,23.0
1112595,327400.0,1.0,23.0
1112596,327400.0,1.0,23.0
1112604,195500.0,3.0,60.0
1112612,70000.0,4.0,67.0
1112642,107000.0,0.0,33.0
1112660,3300000.0,4.0,75.0
1112672,121400.0,1.0,32.0
1112689,155000.0,4.0,74.0
1112694,199900.0,4.0,85.0
1112702,2800000.0,2.0,63.0
1112703,2800000.0,4.0,136.0
1112704,2800000.0,3.0,96.0
1112715,199000.0,3.0,61.0
1112721,160000.0,3.0,67.0
1112729,158451.0,4.0,73.0
1112733,210000.0,4.0,82.0
1112734,160000.0,3.0,52.0
1112754,106750.0,2.0,40.0
1112758,214000.0,2.0,49.0
1112761,138200.0,3.0,56.0
1112769,169298.0,3.0,60.0
1112773,185000.0,3.0,63.0
1112775,352300.0,4.0,108.0
1112780,51000.0,1.0,22.0
1112782,170000.0,3.0,73.0
1112788,474590.0,3.0,61.0
1112792,298250.0,4.0,95.0
1112812,161520.0,3.0,60.0
1112816,306900.0,3.0,72.0
1112836,227400.0,3.0,65.0
1112837,462500.0,1.0,19.0
1112838,462500.0,2.0,37.0
1112839,462500.0,2.0,45.0
1112849,860000.0,4.0,93.0
1112859,860000.0,4.0,93.0
1112879,204000.0,3.0,95.0
1112890,109000.0,1.0,33.0
1112951,136800.0,2.0,45.0
1112957,265000.0,3.0,61.0
1112959,148148.0,3.0,57.0
1112963,213000.0,1.0,35.0
1112977,338000.0,5.0,114.0
1112990,242000.0,2.0,61.0
1112991,242000.0,4.0,79.0
1113005,158600.0,2.0,49.0
1113015,234000.0,4.0,95.0
1113018,48000.0,1.0,18.0
1113019,148000.0,1.0,28.0
1113021,120000.0,3.0,47.0
1113024,85000.0,1.0,21.0
1113029,340400.0,3.0,83.0
1113030,153500.0,3.0,56.0
1113055,100266.0,1.0,31.0
1113058,292400.0,2.0,78.0
1113063,210000.0,3.0,69.0
1113064,238000.0,1.0,39.0
1113069,92500.0,2.0,34.0
1113074,106600.0,2.0,41.0
1113076,140000.0,1.0,33.0
1113077,184300.0,4.0,86.0
1113081,180000.0,3.0,52.0
1113098,324000.0,4.0,77.0
1113101,206000.0,3.0,63.0
1113104,140500.0,3.0,56.0
1113108,90000.0,1.0,30.0
1113109,130000.0,1.0,27.0
1113110,207755.0,1.0,38.0
1113112,245000.0,3.0,68.0
1113115,142750.0,3.0,47.0
1113119,89483.0,1.0,19.0
1113120,215000.0,3.0,62.0
1113129,264100.0,3.0,69.0
1113134,255000.0,3.0,64.0
1113145,194300.0,3.0,62.0
1113147,164600.0,3.0,63.0
1113155,194000.0,4.0,77.0
1113158,341810.0,3.0,71.0
1113160,217280.0,3.0,62.0
1113169,254150.0,4.0,89.0
1113172,185000.0,2.0,43.0
1113182,118000.0,3.0,53.0
1113197,870000.0,1.0,25.0
1113198,870000.0,1.0,22.0
1113199,870000.0,1.0,20.0
1113200,870000.0,1.0,21.0
1113201,870000.0,1.0,17.0
1113202,870000.0,1.0,17.0
1113203,870000.0,1.0,20.0
1113204,870000.0,1.0,17.0
1113205,870000.0,1.0,25.0
1113215,147100.0,2.0,39.0
1113238,170000.0,2.0,37.0
1113267,125000.0,2.0,31.0
1113270,280800.0,3.0,56.0
1113275,217000.0,3.0,60.0
1113293,290000.0,1.0,25.0
1113294,290000.0,1.0,25.0
1113295,290000.0,1.0,25.0
1113296,290000.0,1.0,25.0
1113297,140000.0,1.0,23.0
1113301,260000.0,2.0,57.0
1113305,80000.0,1.0,22.0
1113311,171700.0,3.0,60.0
1113318,1030000.0,3.0,258.0
1113323,126000.0,3.0,60.0
1113328,232790.0,4.0,80.0
1113333,177000.0,4.0,67.0
1113340,138450.0,4.0,67.0
1113343,228550.0,6.0,81.0
1113353,243000.0,3.0,90.0
1113355,85000.0,2.0,46.0
1113363,194330.0,1.0,28.0
1113364,195000.0,1.0,20.0
1113366,195000.0,3.0,54.0
1113368,93000.0,1.0,18.0
1113370,166550.0,2.0,44.0
1113373,149000.0,3.0,61.0
1113382,129000.0,1.0,36.0
1113387,170000.0,2.0,39.0
1113393,124350.0,2.0,52.0
1113406,128000.0,2.0,54.0
1113408,245000.0,3.0,85.0
1113417,178125.0,4.0,67.0
1113419,159000.0,4.0,64.0
1113475,207000.0,3.0,64.0
1113477,198020.0,3.0,64.0
1113480,105350.0,2.0,41.0
1113485,180000.0,3.0,59.0
1113486,180000.0,3.0,60.0
1113509,237500.0,2.0,86.0
1113513,265000.0,5.0,90.0
1113517,191500.0,4.0,84.0
1113521,244000.0,2.0,74.0
1113527,182100.0,3.0,62.0
1113531,124000.0,2.0,47.0
1113534,120000.0,2.0,50.0
1113539,257800.0,3.0,52.0
1113547,155000.0,3.0,57.0
1113550,175000.0,2.0,40.0
1113558,272000.0,3.0,62.0
1113571,577000.0,2.0,35.0
1113573,577000.0,4.0,95.0
1113574,140350.0,2.0,48.0
1113580,267150.0,3.0,67.0
1113587,160000.0,2.0,40.0
1113589,160000.0,5.0,154.0
1113592,268820.0,3.0,62.0
1113594,268820.0,3.0,60.0
1113616,106000.0,4.0,66.0
1113619,183000.0,4.0,75.0
1113621,150000.0,2.0,42.0
1113629,297900.0,4.0,87.0
1113643,195000.0,2.0,56.0
1113646,97500.0,2.0,37.0
1113647,177000.0,3.0,61.0
1113650,112290.0,1.0,17.0
1113653,439700.0,4.0,90.0
1113656,271950.0,2.0,75.0
1113660,152000.0,2.0,35.0
1113662,275000.0,2.0,75.0
1113669,108000.0,3.0,65.0
1113672,138750.0,2.0,44.0
1113686,150800.0,1.0,20.0
1113687,298250.0,5.0,70.0
1113690,144000.0,4.0,83.0
1113701,332511.0,4.0,66.0
1113703,183900.0,2.0,50.0
1113708,380000.0,2.0,48.0
1113709,380000.0,4.0,50.0
1113726,270400.0,2.0,50.0
1113734,206000.0,3.0,67.0
1113803,269500.0,5.0,70.0
1113805,214600.0,3.0,73.0
1113810,108000.0,2.0,41.0
1113811,90000.0,1.0,17.0
1113833,163500.0,3.0,62.0
1113844,143700.0,2.0,44.0
1113846,143000.0,2.0,34.0
1113860,136000.0,3.0,70.0
1113865,190449.0,3.0,65.0
1113867,155000.0,4.0,63.0
1113872,192000.0,5.0,78.0
1113873,410000.0,3.0,74.0
1113876,86357.0,1.0,20.0
1113880,178000.0,3.0,50.0
1113894,319520.0,4.0,84.0
1113906,238500.0,3.0,70.0
1113912,349000.0,3.0,61.0
1113920,302890.0,2.0,60.0
1113928,214850.0,3.0,65.0
1113932,117000.0,2.0,41.0
1113937,105000.0,4.0,63.0
1113952,124000.0,2.0,42.0
1113968,101500.0,2.0,44.0
1113972,320380.0,3.0,70.0
1113974,183700.0,3.0,67.0
1113975,183700.0,1.0,33.0
1113981,190000.0,3.0,57.0
1113993,170540.0,3.0,57.0
1114003,100000.0,2.0,26.0
1114004,335500.0,4.0,78.0
1114018,174600.0,3.0,80.0
1114039,239487.0,4.0,102.0
1114040,205000.0,3.0,65.0
1114055,45000.0,4.0,82.0
1114062,183000.0,2.0,47.0
1114091,248900.0,4.0,76.0
1114093,118000.0,3.0,57.0
1114103,161200.0,3.0,64.0
1114105,622000.0,5.0,170.0
1114108,176790.0,3.0,64.0
1114110,293000.0,3.0,69.0
1114113,130841.0,1.0,35.0
1114116,140000.0,3.0,52.0
1114137,219550.0,4.0,83.0
1114140,123000.0,3.0,56.0
1114147,245000.0,3.0,66.0
1114157,158000.0,3.0,73.0
1114187,190000.0,2.0,47.0
1114189,295050.0,3.0,77.0
1114193,127420.0,1.0,32.0
1114196,100000.0,2.0,36.0
1114209,108000.0,2.0,44.0
1114210,195000.0,2.0,55.0
1114224,138850.0,3.0,66.0
1114235,142100.0,3.0,58.0
1114237,118000.0,3.0,45.0
1114253,162000.0,3.0,61.0
1114265,165000.0,4.0,76.0
1114267,114000.0,3.0,57.0
1114273,110000.0,3.0,65.0
1114282,252690.0,4.0,82.0
1114285,92000.0,5.0,78.0
1114287,145000.0,2.0,41.0
1114290,150000.0,3.0,71.0
1114292,216600.0,4.0,83.0
1114298,159000.0,4.0,82.0
1114331,180000.0,4.0,67.0
1114336,65000.0,1.0,22.0
1114341,153000.0,3.0,55.0
1114351,132000.0,3.0,77.0
1114354,200000.0,5.0,90.0
1114367,125000.0,2.0,30.0
1114370,155800.0,2.0,40.0
1114374,73000.0,2.0,32.0
1114380,80000.0,3.0,75.0
1114397,459216.0,4.0,140.0
1114400,150000.0,4.0,65.0
1114431,279000.0,3.0,65.0
1114437,287920.0,3.0,64.0
1114444,121000.0,3.0,62.0
1114463,390300.0,4.0,95.0
1114478,311850.0,3.0,68.0
1114485,190000.0,2.0,54.0
1114489,340000.0,2.0,55.0
1114492,338500.0,3.0,72.0
1114497,130000.0,3.0,53.0
1114502,75000.0,1.0,21.0
1114504,102450.0,3.0,60.0
1114506,106000.0,3.0,49.0
1114510,86936.0,1.0,19.0
1114514,220000.0,4.0,75.0
1114521,231000.0,3.0,64.0
1114535,50000.0,1.0,17.0
1114538,117000.0,2.0,44.0
1114550,104000.0,1.0,20.0
1114569,210000.0,3.0,55.0
1114582,187000.0,3.0,60.0
1114605,228000.0,2.0,55.0
1114615,209590.0,1.0,25.0
1114629,310210.0,3.0,69.0
1114643,252000.0,2.0,57.0
1114647,90000.0,2.0,35.0
1114657,78000.0,2.0,47.0
1114663,180000.0,3.0,53.0
1114664,513800.0,1.0,30.0
1114665,513800.0,1.0,16.0
1114666,513800.0,1.0,25.0
1114667,513800.0,1.0,30.0
1114690,115800.0,1.0,24.0
1114691,169800.0,3.0,75.0
1114702,85000.0,1.0,30.0
1114717,212350.0,2.0,55.0
1114722,143000.0,2.0,43.0
1114724,118703.0,1.0,36.0
1114727,74671.0,1.0,18.0
1114728,633900.0,4.0,78.0
1114734,355000.0,3.0,72.0
1114739,162600.0,2.0,49.0
1114755,220000.0,3.0,70.0
1114760,188000.0,2.0,38.0
1114767,62000.0,2.0,57.0
1114770,224000.0,3.0,66.0
1114771,52855.0,1.0,22.0
1114776,300150.0,4.0,82.0
1114782,305000.0,2.0,56.0
1114789,214550.0,2.0,47.0
1114794,100000.0,1.0,23.0
1114796,243217.0,4.0,78.0
1114799,240000.0,2.0,50.0
1114801,277000.0,3.0,63.0
1114805,180000.0,2.0,39.0
1114827,133440.0,1.0,20.0
1114830,194000.0,4.0,98.0
1114834,84000.0,1.0,22.0
1114839,330000.0,3.0,46.0
1114844,166667.0,3.0,59.0
1114858,144000.0,4.0,81.0
1114860,705860.0,4.0,100.0
1114867,168000.0,3.0,70.0
1114877,199000.0,2.0,47.0
1114880,127000.0,2.0,42.0
1114882,110000.0,1.0,18.0
1114884,175000.0,2.0,46.0
1114889,330900.0,3.0,65.0
1114890,229600.0,1.0,28.0
1114894,253000.0,4.0,79.0
1114916,177740.0,3.0,65.0
1114917,213800.0,3.0,44.0
1114925,95000.0,2.0,25.0
1114941,55000.0,2.0,30.0
1114942,55000.0,1.0,26.0
1114943,55000.0,2.0,28.0
1114948,73000.0,3.0,64.0
1114951,399000.0,4.0,86.0
1114974,130000.0,2.0,38.0
1114982,153000.0,5.0,68.0
1114987,165000.0,3.0,68.0
1114990,252500.0,4.0,68.0
1115000,349500.0,4.0,110.0
1115004,215500.0,2.0,49.0
1115009,689500.0,7.0,182.0
1115010,79320.0,1.0,32.0
1115013,210000.0,3.0,62.0
1115015,173250.0,3.0,60.0
1115020,77272.0,2.0,35.0
1115022,179000.0,2.0,47.0
1115031,242500.0,3.0,59.0
1115037,338450.0,4.0,81.0
1115040,1183270.0,2.0,55.0
1115041,1183270.0,2.0,41.0
1115044,1183270.0,2.0,50.0
1115048,1183270.0,2.0,41.0
1115050,1183270.0,1.0,41.0
1115052,1183270.0,2.0,50.0
1115060,80000.0,1.0,25.0
1115062,154115.0,2.0,44.0
1115066,133073.0,2.0,45.0
1115068,221000.0,4.0,65.0
1115075,183500.0,3.0,57.0
1115082,116500.0,2.0,40.0
1115085,217000.0,3.0,55.0
1115095,205000.0,4.0,76.0
1115117,143000.0,4.0,66.0
1115118,148230.0,2.0,38.0
1115142,190450.0,2.0,45.0
1115147,174240.0,3.0,60.0
1115160,230000.0,3.0,61.0
1115163,255971.0,5.0,100.0
1115168,69400.0,1.0,18.0
1115169,403475.0,3.0,85.0
1115175,97000.0,1.0,36.0
1115186,236450.0,5.0,82.0
1115189,151000.0,2.0,47.0
1115190,59000.0,5.0,78.0
1115200,106000.0,1.0,30.0
1115202,125000.0,4.0,80.0
1115209,123000.0,3.0,63.0
1115210,118600.0,1.0,22.0
1115214,740000.0,7.0,214.0
1115218,153455.0,1.0,35.0
1115222,327070.0,4.0,97.0
1115227,217005.0,4.0,82.0
1115228,363000.0,3.0,73.0
1115239,501690.0,4.0,90.0
1115247,240000.0,4.0,70.0
1115254,142000.0,3.0,62.0
1115259,343000.0,3.0,78.0
1115262,157000.0,1.0,25.0
1115268,328000.0,4.0,92.0
1115289,223500.0,3.0,71.0
1115312,225000.0,3.0,60.0
1115318,100000.0,1.0,25.0
1115333,110000.0,1.0,19.0
1115334,110000.0,1.0,19.0
1115360,195200.0,3.0,59.0
1115376,150500.0,2.0,32.0
1115386,248350.0,2.0,54.0
1115396,510000.0,3.0,92.0
1115398,152800.0,5.0,94.0
1115399,143000.0,4.0,63.0
1115402,70000.0,3.0,53.0
1115405,170000.0,3.0,80.0
1115410,247600.0,3.0,67.0
1115411,111000.0,3.0,72.0
1115417,134000.0,3.0,66.0
1115423,200000.0,3.0,54.0
1115428,437250.0,4.0,77.0
1115431,166000.0,4.0,80.0
1115433,88200.0,1.0,17.0
1115443,174140.0,5.0,100.0
1115447,293839.0,2.0,64.0
1115458,86000.0,1.0,21.0
1115460,146000.0,3.0,70.0
1115474,138500.0,1.0,36.0
1115476,270000.0,3.0,80.0
1115489,640000.0,3.0,63.0
1115492,640000.0,3.0,55.0
1115493,640000.0,3.0,55.0
1115494,640000.0,3.0,63.0
1115509,130000.0,2.0,49.0
1115514,289000.0,3.0,61.0
1115517,200000.0,2.0,43.0
1115523,112000.0,1.0,26.0
1115524,183750.0,5.0,98.0
1115547,100500.0,3.0,63.0
1115549,381870.0,4.0,82.0
1115559,168400.0,2.0,32.0
1115566,430000.0,1.0,52.0
1115567,430000.0,1.0,20.0
1115578,155000.0,2.0,31.0
1115579,180000.0,4.0,68.0
1115589,249050.0,4.0,80.0
1115593,97000.0,1.0,24.0
1115598,374500.0,4.0,114.0
1115599,128000.0,2.0,35.0
1115604,223402.0,3.0,68.0
1115605,143000.0,1.0,12.0
1115609,119710.0,2.0,31.0
1115628,173000.0,2.0,47.0
1115631,350000.0,4.0,81.0
1115633,137000.0,2.0,40.0
1115635,199300.0,3.0,65.0
1115637,95000.0,1.0,20.0
1115642,159055.0,4.0,79.0
1115645,148500.0,3.0,55.0
1115651,72000.0,1.0,18.0
1115655,254680.0,3.0,71.0
1115671,270000.0,4.0,85.0
1115676,91000.0,2.0,31.0
1115686,204500.0,2.0,37.0
1115704,306220.0,4.0,95.0
1115709,360830.0,4.0,105.0
1115712,96000.0,1.0,26.0
1115721,70000.0,2.0,61.0
1115730,160000.0,3.0,62.0
1115733,93000.0,2.0,38.0
1115736,108000.0,2.0,43.0
1115753,64450.0,2.0,42.0
1115759,310300.0,4.0,84.0
1115762,117050.0,2.0,44.0
1115766,126600.0,2.0,41.0
1115772,105700.0,3.0,60.0
1115780,220000.0,2.0,43.0
1115790,131000.0,4.0,67.0
1115798,146300.0,5.0,100.0
1115802,109000.0,2.0,41.0
1115807,483700.0,6.0,119.0
1115821,193800.0,2.0,52.0
1115825,451340.0,5.0,98.0
1115831,120930.0,4.0,63.0
1115833,303000.0,4.0,90.0
1115845,180000.0,2.0,51.0
1115847,48000.0,1.0,32.0
1115851,110000.0,3.0,62.0
1115872,207900.0,3.0,68.0
1115874,500000.0,3.0,78.0
1115876,129500.0,4.0,71.0
1115886,211850.0,3.0,64.0
1115891,163420.0,2.0,44.0
1115913,120000.0,1.0,22.0
1115914,120000.0,1.0,22.0
1115916,205500.0,4.0,75.0
1115928,78000.0,1.0,27.0
1115931,138000.0,3.0,62.0
1115939,200000.0,3.0,46.0
1115944,198000.0,3.0,68.0
1115949,211400.0,2.0,44.0
1115952,190000.0,2.0,53.0
1115953,173141.25,4.0,89.0
1115960,155500.0,2.0,38.0
1115963,410000.0,3.0,72.0
1115964,410000.0,3.0,72.0
1115968,154000.0,4.0,73.0
1115970,97000.0,1.0,22.0
1115976,394690.0,4.0,77.0
1115979,90745.0,1.0,17.0
1115982,251045.0,3.0,65.0
1115987,136700.0,2.0,43.0
1115990,341500.0,3.0,110.0
1115999,185700.0,5.0,93.0
1116010,114502.0,4.0,66.0
1116022,155000.0,3.0,60.0
1116031,2850.0,1.0,25.0
1116033,99000.0,2.0,45.0
1116041,135000.0,3.0,51.0
1116044,302000.0,2.0,53.0
1116066,130000.0,3.0,58.0
1116071,240000.0,3.0,56.0
1116077,95350.0,4.0,67.0
1116087,144700.0,1.0,24.0
1116108,239000.0,3.0,65.0
1116109,165000.0,2.0,30.0
1116121,88000.0,1.0,25.0
1116126,110000.0,2.0,38.0
1116135,120000.0,2.0,37.0
1116145,199300.0,3.0,65.0
1116149,254350.0,4.0,59.0
1116159,253170.0,4.0,85.0
1116160,412500.0,3.0,76.0
1116174,210500.0,3.0,65.0
1116181,225000.0,3.0,61.0
1116195,471600.0,5.0,113.0
1116197,137100.0,3.0,72.0
1116206,132700.0,3.0,63.0
1116209,270200.0,3.0,82.0
1116221,1200000.0,1.0,33.0
1116222,1200000.0,4.0,78.0
1116224,1200000.0,1.0,33.0
1116225,1200000.0,3.0,61.0
1116226,1200000.0,2.0,48.0
1116227,1200000.0,3.0,72.0
1116228,1200000.0,3.0,58.0
1116229,1200000.0,3.0,61.0
1116232,1200000.0,2.0,42.0
1116239,1200000.0,1.0,33.0
1116250,180000.0,2.0,50.0
1116277,310000.0,1.0,12.0
1116279,310000.0,1.0,12.0
1116280,310000.0,1.0,12.0
1116281,310000.0,1.0,12.0
1116306,294600.0,3.0,75.0
1116307,220900.0,3.0,60.0
1116351,269000.0,3.0,68.0
1116354,155000.0,4.0,63.0
1116358,108090.0,2.0,36.0
1116363,72000.0,3.0,70.0
1116365,292000.0,3.0,64.0
1116367,62000.0,1.0,25.0
1116370,117000.0,3.0,54.0
1116384,167900.0,3.0,62.0
1116396,175000.0,2.0,40.0
1116398,234300.0,3.0,55.0
1116407,252000.0,3.0,60.0
1116410,193800.0,3.0,66.0
1116413,180000.0,2.0,59.0
1116414,120000.0,3.0,55.0
1116434,115000.0,3.0,65.0
1116436,121000.0,3.0,57.0
1116444,341000.0,4.0,73.0
1116456,194150.0,4.0,68.0
1116464,164200.0,2.0,47.0
1116517,185140.0,3.0,52.0
1116523,745000.0,2.0,47.0
1116525,745000.0,1.0,26.0
1116527,745000.0,2.0,56.0
1116541,350000.0,4.0,83.0
1116546,129000.0,4.0,73.0
1116549,157000.0,4.0,80.0
1116559,519000.0,5.0,99.0
1116573,204450.0,3.0,69.0
1116576,126000.0,1.0,33.0
1116577,199850.0,3.0,55.0
1116585,114500.0,1.0,27.0
1116587,114500.0,1.0,31.0
1116599,109800.0,1.0,17.0
1116615,174390.0,3.0,65.0
1116629,64000.0,1.0,16.0
1116632,184000.0,2.0,47.0
1116637,339150.0,3.0,67.0
1116638,246900.0,4.0,87.0
1116653,125000.0,2.0,36.0
1116655,450000.0,4.0,90.0
1116662,185470.0,3.0,55.0
1116665,113800.0,2.0,46.0
1116685,134300.0,2.0,48.0
1116688,300370.0,4.0,70.0
1116690,109000.0,1.0,20.0
1116693,92000.0,2.0,32.0
1116695,439000.0,4.0,102.0
1116702,240000.0,5.0,112.0
1116709,218000.0,3.0,65.0
1116713,132000.0,3.0,54.0
1116719,930000.0,6.0,225.0
1116736,407000.0,4.0,91.0
1116745,156000.0,4.0,69.0
1116748,220000.0,4.0,82.0
1116751,190000.0,3.0,66.0
1116759,185000.0,3.0,73.0
1116765,211150.0,1.0,48.0
1116773,262400.0,3.0,67.0
1116786,154000.0,2.0,35.0
1116789,167300.0,3.0,67.0
1116795,114000.0,4.0,60.0
1116797,136000.0,2.0,38.0
1116800,94000.0,3.0,62.0
1116810,155500.0,3.0,64.0
1116813,151460.0,3.0,52.0
1116817,150000.0,3.0,51.0
1116828,262000.0,4.0,83.0
1116838,70000.0,1.0,16.0
1116846,104500.0,3.0,38.0
1116848,169000.0,5.0,78.0
1116851,154000.0,2.0,41.0
1116855,831000.0,5.0,135.0
1116858,282000.0,3.0,73.0
1116859,141000.0,2.0,49.0
1116862,92000.0,2.0,33.0
1116869,240000.0,4.0,51.0
1116871,240000.0,3.0,66.0
1116872,240000.0,2.0,30.0
1116876,404000.0,5.0,101.0
1116879,68000.0,3.0,65.0
1116885,86000.0,1.0,22.0
1116886,104000.0,1.0,33.0
1116895,242420.0,4.0,102.0
1116916,237736.0,4.0,64.0
1116939,279669.0,4.0,77.0
1116941,138000.0,2.0,35.0
1116953,91000.0,1.0,25.0
1116954,91000.0,1.0,26.0
1116960,178500.0,1.0,25.0
1116967,173000.0,3.0,57.0
1116975,246000.0,3.0,57.0
1117000,245000.0,2.0,49.0
1117006,175000.0,3.0,60.0
1117008,101000.0,1.0,25.0
1117011,174000.0,3.0,58.0
1117020,315000.0,2.0,57.0
1117031,309000.0,3.0,65.0
1117035,220000.0,3.0,52.0
1117043,158470.0,3.0,67.0
1117044,289250.0,3.0,64.0
1117052,120000.0,2.0,42.0
1117055,83000.0,1.0,22.0
1117057,420750.0,4.0,72.0
1117059,291522.47,2.0,52.0
1117061,110000.0,2.0,39.0
1117063,175500.0,2.0,43.0
1117065,220025.0,2.0,64.0
1117066,149840.0,2.0,43.0
1117069,220000.0,2.0,66.0
1117095,50000.0,3.0,71.0
1117099,104880.0,2.0,33.0
1117104,217009.0,4.0,82.0
1117107,109000.0,2.0,39.0
1117108,109000.0,2.0,39.0
1117114,161470.0,3.0,60.0
1117121,151750.0,3.0,59.0
1117278,215800.0,3.0,70.0
1117299,146000.0,2.0,50.0
1117303,192000.0,4.0,69.0
1117304,200000.0,3.0,62.0
1117312,179000.0,4.0,75.0
1117314,136900.0,2.0,39.0
1117318,410000.0,4.0,85.0
1117322,182000.0,2.0,54.0
1117324,194000.0,3.0,56.0
1117331,190000.0,4.0,79.0
1117336,96000.0,1.0,26.0
1117340,235000.0,3.0,70.0
1117343,95790.0,1.0,17.0
1117347,170000.0,3.0,65.0
1117348,485000.0,3.0,94.0
1117350,175700.0,2.0,45.0
1117352,121600.0,2.0,42.0
1117358,144300.0,2.0,45.0
1117363,102000.0,3.0,48.0
1117366,346000.0,3.0,63.0
1117367,112000.0,2.0,19.0
1117369,344496.0,3.0,81.0
1117373,108000.0,3.0,50.0
1117374,160000.0,3.0,56.0
1117378,211500.0,2.0,56.0
1117382,224500.0,2.0,40.0
1117391,142000.0,3.0,61.0
1117394,445150.0,5.0,105.0
1117406,204600.0,4.0,88.0
1117410,259000.0,2.0,50.0
1117413,160000.0,3.0,56.0
1117418,84900.0,1.0,20.0
1117421,176500.0,3.0,56.0
1117425,168110.0,2.0,33.0
1117427,235848.0,3.0,78.0
1117431,139759.0,3.0,75.0
1117448,174300.0,3.0,66.0
1117451,95911.0,1.0,22.0
1117453,112615.0,2.0,34.0
1117470,83000.0,1.0,22.0
1117473,300400.0,4.0,62.0
1117477,1400000.0,2.0,35.0
1117478,1400000.0,2.0,35.0
1117489,672000.0,2.0,31.0
1117490,672000.0,2.0,33.0
1117491,672000.0,2.0,32.0
1117492,672000.0,1.0,29.0
1117493,672000.0,2.0,33.0
1117494,672000.0,2.0,31.0
1117495,672000.0,2.0,32.0
1117496,672000.0,1.0,29.0
1117507,140000.0,3.0,53.0
1117512,135139.0,2.0,46.0
1117527,152000.0,2.0,45.0
1117530,244900.0,3.0,64.0
1117555,253000.0,3.0,75.0
1117559,143000.0,2.0,43.0
1117565,112000.0,2.0,42.0
1117571,110000.0,4.0,60.0
1117583,121000.0,3.0,53.0
1117584,107535.0,1.0,20.0
1117587,182980.0,3.0,55.0
1117590,219400.0,2.0,45.0
1117601,395000.0,5.0,103.0
1117608,226650.0,4.0,80.0
1117610,111000.0,1.0,44.0
1117611,111000.0,1.0,42.0
1117629,164000.0,3.0,58.0
1117642,270000.0,3.0,70.0
1117644,115000.0,3.0,55.0
1117645,146000.0,1.0,26.0
1117651,143000.0,3.0,46.0
1117654,122350.0,3.0,67.0
1117656,229749.0,3.0,66.0
1117663,180000.0,1.0,32.0
1117665,117000.0,1.0,37.0
1117668,465000.0,4.0,98.0
1117778,75000.0,2.0,26.0
1117807,154440.0,3.0,63.0
1117808,137681.0,1.0,19.0
1117809,125000.0,1.0,25.0
1117810,215500.0,2.0,39.0
1117821,594000.0,5.0,101.0
1117822,57000.0,4.0,68.0
1117828,50000.0,4.0,68.0
1117832,183850.0,3.0,60.0
1117834,86000.0,1.0,15.0
1117835,120000.0,2.0,50.0
1117843,141000.0,4.0,75.0
1117851,132000.0,3.0,60.0
1117853,96000.0,2.0,32.0
1117858,167650.0,3.0,58.0
1117864,183950.0,3.0,64.0
1117883,193200.0,2.0,39.0
1117897,142000.0,4.0,66.0
1117900,125000.0,3.0,70.0
1117907,83500.0,1.0,22.0
1117909,224200.0,4.0,58.0
1117922,81000.0,4.0,83.0
1117928,170000.0,5.0,100.0
1117956,96365.0,2.0,32.0
1117960,165000.0,1.0,30.0
1117963,134860.0,1.0,26.0
1117968,233540.0,3.0,64.0
1117971,282400.0,3.0,48.0
1117978,343592.0,4.0,82.0
1117983,168611.0,4.0,74.0
1117988,115000.0,3.0,69.0
1118004,110000.0,1.0,20.0
1118008,285000.0,2.0,86.0
1118010,130000.0,2.0,41.0
1118013,213000.0,4.0,86.0
1118020,113500.0,2.0,42.0
1118023,231000.0,4.0,108.0
1118029,116000.0,2.0,30.0
1118031,178000.0,4.0,67.0
1118034,237500.0,3.0,64.0
1118039,237500.0,4.0,67.0
1118040,90000.0,1.0,16.0
1118042,341100.0,3.0,90.0
1118052,131000.0,3.0,70.0
1118055,105000.0,2.0,49.0
1118065,94005.0,1.0,17.0
1118074,460100.0,4.0,69.0
1118079,177620.0,2.0,57.0
1118087,220000.0,2.0,43.0
1118095,221500.0,2.0,32.0
1118133,125000.0,2.0,45.0
1118134,147000.0,2.0,49.0
1118135,116000.0,1.0,18.0
1118138,635000.0,3.0,130.0
1118140,102000.0,2.0,34.0
1118141,154000.0,2.0,40.0
1118142,118750.0,1.0,22.0
1118144,87000.0,1.0,25.0
1118150,250000.0,3.0,60.0
1118155,183500.0,3.0,71.0
1118156,438000.0,4.0,93.0
1118159,142000.0,2.0,42.0
1118163,650000.0,3.0,100.0
1118164,650000.0,3.0,100.0
1118165,650000.0,3.0,60.0
1118169,160000.0,2.0,46.0
1118171,100000.0,1.0,36.0
1118174,87490.0,1.0,26.0
1118185,242400.0,3.0,83.0
1118187,400418.0,5.0,105.0
1118190,232000.0,3.0,64.0
1118201,64000.0,1.0,21.0
1118202,93000.0,1.0,23.0
1118206,61000.0,1.0,21.0
1118210,89300.0,3.0,49.0
1118227,138500.0,1.0,28.0
1118230,313950.0,3.0,71.0
1118232,65000.0,2.0,43.0
1118235,206600.0,3.0,62.0
1118246,158500.0,4.0,63.0
1118251,120755.0,2.0,40.0
1118276,180000.0,2.0,45.0
1118278,132000.0,1.0,24.0
1118286,98311.0,3.0,59.0
1118292,185000.0,5.0,99.0
1118300,150000.0,4.0,74.0
1118314,132500.0,3.0,55.0
1118340,130000.0,3.0,52.0
1118343,313200.0,3.0,68.0
