,Valeur fonciere,Nombre pieces principales,Surface reelle bati
1132509,268520.0,4.0,87.0
1132515,360000.0,4.0,85.0
1132525,120500.0,3.0,61.0
1132528,300000.0,4.0,70.0
1132540,313650.0,2.0,56.0
1132545,136000.0,4.0,71.0
1132550,216000.0,2.0,42.0
1132552,582500.0,4.0,94.0
1132553,240000.0,3.0,67.0
1132555,102100.0,1.0,16.0
1132560,161700.0,3.0,60.0
1132566,125000.0,2.0,51.0
1132568,85500.0,2.0,26.0
1132574,94100.0,3.0,63.0
1132581,235000.0,2.0,58.0
1132582,86000.0,2.0,57.0
1132589,198000.0,4.0,78.0
1132591,83300.0,2.0,30.0
1132592,263500.0,5.0,107.0
1132595,176750.0,2.0,52.0
1132611,78230.0,1.0,20.0
1132614,164350.0,2.0,49.0
1132616,238500.0,3.0,69.0
1132621,69350.0,1.0,28.0
1132666,305000.0,3.0,63.0
1132667,175000.0,2.0,47.0
1132670,212700.0,3.0,61.0
1132687,145000.0,1.0,44.0
1132714,101626.0,3.0,70.0
1132720,168000.0,3.0,52.0
1132743,98392.0,3.0,70.0
1132757,357000.0,4.0,83.0
1132763,79976.0,2.0,56.0
1132772,75000.0,2.0,22.0
1132773,192470.0,3.0,61.0
1132777,227500.0,4.0,100.0
1132787,360000.0,6.0,107.0
1132788,140230.0,2.0,40.0
1132789,222000.0,3.0,56.0
1132794,220630.0,3.0,62.0
1132802,116000.0,2.0,38.0
1132805,206500.0,3.0,66.0
1132809,453250.0,5.0,135.0
1132822,196500.0,3.0,45.0
1132823,120000.0,2.0,47.0
1132826,170000.0,2.0,50.0
1132827,97000.0,1.0,33.0
1132830,219000.0,4.0,87.0
1132842,310315.0,3.0,73.0
1132847,116250.0,2.0,41.0
1132848,116250.0,1.0,22.0
1132851,169000.0,2.0,42.0
1132853,120000.0,1.0,23.0
1132866,264590.0,2.0,48.0
1132871,255200.0,3.0,52.0
1132876,162900.0,2.0,49.0
1132879,93000.0,1.0,24.0
1132881,273170.72,4.0,69.0
1132884,179000.0,4.0,84.0
1132885,125000.0,2.0,57.0
1132888,215560.0,2.0,51.0
1132892,108700.0,2.0,46.0
1132898,570000.0,3.0,79.0
1132899,570000.0,3.0,79.0
1132902,220000.0,4.0,92.0
1132905,522000.0,4.0,92.0
1132906,169000.0,2.0,48.0
1132908,96000.0,1.0,24.0
1132914,106340.0,1.0,32.0
1132919,144914.0,3.0,65.0
1132922,400000.0,5.0,105.0
1132926,97700.0,1.0,23.0
1132929,214500.0,4.0,68.0
1132932,145000.0,2.0,34.0
1132936,190000.0,3.0,84.0
1132956,389000.0,3.0,55.0
1132958,389000.0,2.0,55.0
1132974,340392.0,4.0,84.0
1133011,399220.0,5.0,102.0
1133013,860000.0,4.0,107.0
1133014,860000.0,3.0,65.0
1133019,168810.0,3.0,78.0
1133032,98000.0,1.0,33.0
1133034,127400.0,3.0,61.0
1133037,113000.0,1.0,26.0
1133039,136500.0,1.0,23.0
1133047,190000.0,3.0,64.0
1133048,320000.0,3.0,84.0
1133059,53950.0,4.0,66.0
1133065,360000.0,4.0,89.0
1133078,98000.0,1.0,33.0
1133081,129200.0,2.0,34.0
1133085,135000.0,3.0,55.0
1133093,240000.0,3.0,67.0
1133094,220000.0,3.0,88.0
1133098,140000.0,3.0,63.0
1133106,448600.0,5.0,109.0
1133111,162371.4,3.0,48.0
1133116,150500.0,1.0,25.0
1133120,109755.8,1.0,20.0
1133122,90000.0,2.0,34.0
1133124,347122.7,3.0,72.0
1133146,132000.0,1.0,34.0
1133157,206000.0,3.0,78.0
1133159,190090.0,2.0,50.0
1133166,174000.0,2.0,56.0
1133176,152500.0,3.0,67.0
1133178,450000.0,3.0,86.0
1133190,117000.0,2.0,56.0
1133193,150000.0,2.0,38.0
1133199,213000.0,2.0,46.0
1133208,99000.0,3.0,53.0
1133214,320000.0,5.0,142.0
1133219,199000.0,3.0,64.0
1133226,171177.0,4.0,64.0
1133239,184050.0,2.0,36.0
1133245,117925.0,2.0,38.0
1133252,279577.0,4.0,99.0
1133271,147500.0,2.0,44.0
1133292,157300.0,2.0,48.0
1133293,201000.0,2.0,31.0
1133300,331000.0,3.0,67.0
1133305,701000.0,6.0,150.0
1133313,275735.0,4.0,77.0
1133316,137000.0,3.0,64.0
1133328,231300.0,3.0,71.0
1133336,77000.0,2.0,37.0
1133345,136500.0,2.0,36.0
1133348,384000.0,5.0,116.0
1133358,50500.0,1.0,20.0
1133360,220000.0,3.0,66.0
1133361,319600.0,3.0,80.0
1133363,145000.0,2.0,35.0
1133364,235000.0,3.0,71.0
1133369,100083.25,1.0,22.0
1133394,295000.0,3.0,53.0
1133396,149000.0,3.0,70.0
1133398,113000.0,2.0,43.0
1133444,155650.0,1.0,25.0
1133448,242000.0,3.0,56.0
1133460,112000.0,1.0,32.0
1133464,207000.0,4.0,80.0
1133467,247400.0,3.0,62.0
1133471,162037.0,2.0,45.0
1133473,120000.0,2.0,45.0
1133476,345000.0,4.0,107.0
1133481,185000.0,2.0,44.0
1133484,750000.0,3.0,70.0
1133486,750000.0,3.0,70.0
1133498,684000.0,1.0,26.0
1133499,684000.0,1.0,26.0
1133500,684000.0,1.0,30.0
1133501,684000.0,1.0,26.0
1133502,684000.0,1.0,26.0
1133503,684000.0,1.0,23.0
1133511,684000.0,1.0,26.0
1133515,200300.0,3.0,63.0
1133518,200000.0,2.0,42.0
1133525,110000.0,3.0,63.0
1133544,311600.0,3.0,65.0
1133547,217198.0,2.0,48.0
1133550,92000.0,3.0,51.0
1133553,111111.12,2.0,41.0
1133554,184855.0,3.0,61.0
1133568,76000.0,1.0,25.0
1133574,295000.0,2.0,57.0
1133588,161020.0,1.0,25.0
1133598,65000.0,3.0,69.0
1133602,460000.0,5.0,111.0
1133605,393900.0,3.0,66.0
1133611,135000.0,1.0,20.0
1133617,159500.0,2.0,52.0
1133621,74650.0,1.0,16.0
1133626,50000.0,1.0,13.0
1133628,167915.0,3.0,49.0
1133629,110000.0,1.0,21.0
1133632,130000.0,2.0,38.0
1133636,145000.0,2.0,47.0
1133639,223000.0,2.0,45.0
1133640,225000.0,2.0,55.0
1133644,143000.0,2.0,43.0
1133652,114700.0,1.0,25.0
1133655,166000.0,4.0,70.0
1133663,120182.28,2.0,50.0
1133683,74000.0,1.0,16.0
1133692,118000.0,2.0,43.0
1133693,192390.0,1.0,29.0
1133697,685000.0,5.0,144.0
1133703,218950.0,3.0,62.0
1133705,170000.0,4.0,80.0
1133710,356900.0,3.0,74.0
1133725,187793.0,3.0,56.0
1133727,153000.0,2.0,36.0
1133732,185000.0,2.0,51.0
1133738,650605.0,6.0,166.0
1133753,67200.0,4.0,78.0
1133757,125000.0,4.0,67.0
1133785,219500.0,2.0,45.0
1133810,77280.0,3.0,66.0
1133812,346000.0,3.0,69.0
1133814,61000.0,1.0,15.0
1133823,114800.0,3.0,63.0
1133824,260400.0,3.0,65.0
1133831,160000.0,3.0,63.0
1133833,165260.0,2.0,35.0
1133845,90560.0,1.0,22.0
1133847,163000.0,3.0,61.0
1133868,86000.0,1.0,26.0
1133876,254538.0,3.0,67.0
1133888,188000.0,3.0,56.0
1133900,150000.0,2.0,42.0
1133901,470100.0,3.0,82.0
1133914,141200.0,2.0,50.0
1133916,610000.0,1.0,14.0
1133917,610000.0,4.0,80.0
1133919,610000.0,3.0,70.0
1133920,610000.0,1.0,14.0
1133921,610000.0,1.0,12.0
1133922,610000.0,1.0,14.0
1133932,512150.0,4.0,98.0
1133935,143000.0,3.0,56.0
1133943,182000.0,3.0,57.0
1133945,149000.0,2.0,52.0
1133953,498700.0,5.0,117.0
1133962,145000.0,2.0,49.0
1133964,99500.0,2.0,33.0
1133972,2400000.0,4.0,98.0
1133975,2400000.0,3.0,58.0
1133992,109500.0,2.0,35.0
1133998,440000.0,4.0,103.0
1134022,184000.0,4.0,58.0
1134025,400000.0,3.0,88.0
1134026,664000.0,2.0,105.0
1134042,337800.0,4.0,85.0
1134078,150000.0,3.0,64.0
1134086,168100.0,3.0,55.0
1134090,173500.0,2.0,46.0
1134097,100104.0,1.0,24.0
1134100,140000.0,1.0,33.0
1134103,75000.0,1.0,25.0
1134105,257000.0,4.0,79.0
1134110,109520.0,1.0,25.0
1134111,109000.0,2.0,33.0
1134118,170000.0,4.0,80.0
1134121,120000.0,2.0,44.0
1134138,195000.0,3.0,56.0
1134140,300000.0,4.0,96.0
1134143,152950.0,2.0,47.0
1134144,181851.0,1.0,26.0
1134145,181851.0,1.0,26.0
1134169,102000.0,3.0,70.0
1134171,115200.0,3.0,67.0
1134173,115000.0,2.0,38.0
1134182,120000.0,3.0,43.0
1134186,617000.0,5.0,129.0
1134189,220000.0,2.0,43.0
1134230,200720.0,3.0,65.0
1134241,132000.0,4.0,71.0
1134244,185400.0,2.0,54.0
1134247,264136.0,4.0,91.0
1134253,329600.0,4.0,93.0
1134259,468640.0,3.0,101.0
1134285,360220.0,5.0,92.0
1134288,263000.0,3.0,65.0
1134295,296300.0,4.0,91.0
1134298,115000.0,1.0,25.0
1134306,105000.0,2.0,43.0
1134314,130000.0,3.0,58.0
1134317,98400.0,1.0,23.0
1134319,309550.0,3.0,70.0
1134321,73500.0,2.0,40.0
1134323,85000.0,3.0,60.0
1134328,69000.0,6.0,196.0
1134333,220000.0,3.0,75.0
1134340,208000.0,3.0,51.0
1134348,135000.0,4.0,80.0
1134351,84050.0,1.0,22.0
1134355,188000.0,3.0,69.0
1134358,223000.0,3.0,66.0
1134362,79000.0,1.0,20.0
1134373,425700.0,4.0,87.0
1134384,52500.0,1.0,18.0
1134414,93500.0,2.0,36.0
1134418,293400.0,3.0,71.0
1134434,100000.0,1.0,22.0
1134436,1000000.0,8.0,275.0
1134439,130000.0,3.0,50.0
1134442,130000.0,2.0,30.0
1134443,321975.0,3.0,80.0
1134448,1600000.0,2.0,59.0
1134449,1600000.0,2.0,43.0
1134452,1600000.0,7.0,247.0
1134455,255000.0,3.0,64.0
1134458,276400.0,4.0,86.0
1134480,61245.0,1.0,13.0
1134484,177600.0,4.0,89.0
1134501,151380.0,2.0,49.0
1134521,36000.0,4.0,63.0
1134522,283000.0,2.0,50.0
1134525,297000.0,3.0,66.0
1134527,122730.0,2.0,37.0
1134528,82400.0,1.0,20.0
1134529,88750.0,2.0,34.0
1134533,166300.0,3.0,78.0
1134546,113850.0,3.0,63.0
1134555,260000.0,4.0,100.0
1134558,260000.0,2.0,54.0
1134565,118725.0,2.0,32.0
1134568,260000.0,3.0,71.0
1134576,95000.0,1.0,24.0
1134579,150300.0,4.0,67.0
1134584,235000.0,2.0,44.0
1134586,255250.0,3.0,62.0
1134588,207450.0,3.0,65.0
1134592,320000.0,4.0,82.0
1134602,208000.0,3.0,67.0
1134628,240000.0,2.0,47.0
1134638,379500.0,4.0,79.0
1134642,100000.0,2.0,39.0
1134653,79800.0,2.0,26.0
1134656,80500.0,3.0,53.0
1134659,252000.0,3.0,55.0
1134670,255750.0,3.0,62.0
1134672,84800.0,2.0,35.0
1134677,1159750.0,4.0,110.0
1134678,1159750.0,3.0,65.0
1134684,64100.0,1.0,14.0
1134694,141000.0,3.0,63.0
1134697,185500.0,3.0,67.0
1134717,200000.0,2.0,43.0
1134721,120100.0,3.0,56.0
1134730,140000.0,1.0,24.0
1134733,242000.0,3.0,68.0
1134736,94100.0,2.0,35.0
1134740,156500.0,3.0,65.0
1134743,195000.0,5.0,150.0
1134744,387500.0,3.0,73.0
1134748,196500.0,2.0,49.0
1134749,135000.0,2.0,42.0
1134752,160000.0,3.0,60.0
1134755,130000.0,3.0,64.0
1134757,62900.0,4.0,66.0
1134759,248900.0,2.0,40.0
1134761,319650.0,3.0,62.0
1134762,319650.0,1.0,26.0
1134775,111000.0,2.0,46.0
1134780,1000000.0,2.0,39.0
1134781,1000000.0,2.0,40.0
1134782,1000000.0,2.0,35.0
1134783,1000000.0,2.0,50.0
1134800,134000.0,3.0,57.0
1134804,122000.0,3.0,60.0
1134817,3300000.0,2.0,99.0
1134818,3300000.0,1.0,8.0
1134819,3300000.0,1.0,8.0
1134821,3300000.0,4.0,124.0
1134824,306200.0,1.0,48.0
1134828,665000.0,1.0,23.0
1134829,665000.0,1.0,11.0
1134830,665000.0,2.0,25.0
1134831,665000.0,2.0,25.0
1134832,665000.0,1.0,10.0
1134833,665000.0,3.0,87.0
1134837,262200.0,4.0,73.0
1134838,630000.0,1.0,18.0
1134839,630000.0,2.0,35.0
1134840,630000.0,1.0,16.0
1134841,630000.0,1.0,21.0
1134842,630000.0,1.0,28.0
1134843,630000.0,1.0,16.0
1134844,630000.0,1.0,14.0
1134845,630000.0,1.0,21.0
1134847,86580.0,2.0,36.0
1134849,127000.0,3.0,56.0
1134883,90000.0,4.0,67.0
1134885,174000.0,2.0,42.0
1134890,96382.0,1.0,20.0
1134896,41000.0,2.0,35.0
1134899,162000.0,3.0,57.0
1134900,336950.0,4.0,88.0
1134906,208215.0,3.0,60.0
1134909,86000.0,1.0,22.0
1134913,80000.0,1.0,20.0
1134915,207000.0,4.0,82.0
1134918,132000.0,2.0,56.0
1134921,112000.0,2.0,46.0
1134927,157100.0,3.0,60.0
1134929,152000.0,4.0,73.0
1134931,231950.0,2.0,44.0
1134956,277000.0,4.0,80.0
1134962,87500.0,1.0,32.0
1134970,120000.0,2.0,52.0
1134971,123000.0,1.0,32.0
1134975,135000.0,3.0,71.0
1134980,280769.0,2.0,52.0
1134983,395700.0,6.0,135.0
1134985,209250.0,2.0,61.0
1134989,107685.0,3.0,60.0
1134994,191030.0,3.0,65.0
1134997,155000.0,1.0,37.0
1134999,72000.0,1.0,18.0
1135001,173000.0,2.0,41.0
1135015,185000.0,3.0,64.0
1135023,65000.0,3.0,39.0
1135025,201798.69,3.0,61.0
1135035,170000.0,1.0,38.0
1135040,93000.0,1.0,16.0
1135046,155750.0,2.0,44.0
1135088,136000.0,4.0,73.0
1135096,180760.0,3.0,69.0
1135101,204000.0,2.0,40.0
1135109,73290.0,1.0,25.0
1135112,98000.0,2.0,32.0
1135139,104000.0,1.0,30.0
1135172,228000.0,2.0,54.0
1135191,198720.0,3.0,74.0
1135194,210000.0,4.0,90.0
1135202,189000.0,2.0,51.0
1135203,189000.0,1.0,25.0
1135204,65000.0,1.0,15.0
1135205,196000.0,4.0,76.0
1135208,114000.0,1.0,22.0
1135228,87000.0,2.0,44.0
1135229,87000.0,2.0,44.0
1135230,190000.0,2.0,53.0
1135233,216320.0,3.0,66.0
1135234,125450.0,3.0,59.0
1135239,90000.0,1.0,26.0
1135243,111950.0,2.0,38.0
1135251,160000.0,3.0,62.0
1135255,113180.0,2.0,22.0
1135269,250000.0,3.0,58.0
1135273,98000.0,2.0,44.0
1135308,32500.0,1.0,16.0
1135312,105000.0,1.0,24.0
1135313,95000.0,1.0,16.0
1135314,77000.0,2.0,40.0
1135338,120000.0,1.0,25.0
1135341,293535.0,4.0,89.0
1135343,85000.0,2.0,34.0
1135345,706000.0,3.0,60.0
1135346,706000.0,3.0,62.0
1135347,706000.0,1.0,25.0
1135348,706000.0,1.0,25.0
1135350,706000.0,1.0,20.0
1135353,192000.0,3.0,57.0
1135363,169000.0,3.0,56.0
1135370,40000.0,2.0,50.0
1135374,137814.0,4.0,67.0
1135388,159406.0,3.0,68.0
1135399,599000.0,4.0,108.0
1135480,121700.0,1.0,18.0
1135485,310300.0,3.0,94.0
1135486,187250.0,3.0,52.0
1135489,183350.0,3.0,66.0
1135493,235000.0,3.0,70.0
1135499,90000.0,4.0,73.0
1135503,140000.0,3.0,71.0
1135505,111850.0,1.0,20.0
1135506,140000.0,3.0,61.0
1135508,243000.0,2.0,46.0
1135511,430000.0,3.0,90.0
1135522,228000.0,4.0,69.0
1135525,315000.0,2.0,59.0
1135529,351100.0,5.0,103.0
1135535,132000.0,4.0,80.0
1135539,65753.0,1.0,17.0
1135545,225000.0,3.0,76.0
1135547,168000.0,3.0,61.0
1135552,154250.0,2.0,46.0
1135570,194350.0,3.0,70.0
1135579,186490.0,2.0,37.0
1135652,233000.0,3.0,53.0
1135656,147000.0,4.0,69.0
1135661,1.0,6.0,150.0
1135664,259500.0,3.0,58.0
1135665,670000.0,4.0,166.0
1135666,99000.0,1.0,15.0
1135687,525750.0,5.0,121.0
1135690,209420.0,4.0,91.0
1135695,600000.0,2.0,60.0
1135696,600000.0,3.0,92.0
1135699,219000.0,4.0,89.0
1135711,470000.0,4.0,120.0
1135717,620000.0,5.0,128.0
1135727,112500.0,2.0,45.0
1135735,89700.0,1.0,27.0
1135744,420000.0,3.0,139.0
1135751,167000.0,4.0,69.0
1135760,118500.0,2.0,45.0
1135766,144060.0,2.0,42.0
1135772,84500.0,1.0,30.0
1135786,164000.0,3.0,64.0
1135816,247050.0,4.0,71.0
1135821,189000.0,4.0,85.0
1135825,223800.0,4.0,82.0
1135841,91000.0,1.0,28.0
1135844,182450.0,3.0,63.0
1135850,306300.0,5.0,91.0
1135851,145600.0,4.0,73.0
1135867,238500.0,4.0,98.0
1135868,125000.0,1.0,21.0
1135871,125000.0,1.0,21.0
1135892,139000.0,3.0,56.0
1135902,399650.0,4.0,78.0
1135909,198500.0,3.0,58.0
1135925,285000.0,2.0,53.0
1135939,2540000.0,2.0,60.0
1135940,2540000.0,1.0,30.0
1135970,80000.0,2.0,42.0
1135976,1025500.0,5.0,197.0
1135979,925000.0,6.0,273.0
1135981,925000.0,3.0,86.0
1135986,89000.0,1.0,30.0
1135989,331780.0,1.0,42.0
1135996,187000.0,4.0,65.0
1136000,7000.0,1.0,17.0
1136008,505000.0,2.0,68.0
1136009,505000.0,2.0,74.0
1136028,77000.0,1.0,20.0
1136029,174000.0,1.0,41.0
1136034,351980.0,2.0,62.0
1136035,545000.0,5.0,100.0
1136039,138000.0,1.0,33.0
1136042,338980.0,3.0,65.0
1136045,190600.0,2.0,44.0
1136052,82650.0,1.0,17.0
1136054,69000.0,1.0,18.0
1136057,189000.0,2.0,38.0
1136061,64800.0,1.0,20.0
1136064,107100.0,3.0,55.0
1136072,330000.0,4.0,89.0
1136078,53000.0,1.0,24.0
1136080,164000.0,2.0,44.0
1136094,145100.0,4.0,73.0
1136098,308550.0,3.0,55.0
1136109,152456.0,3.0,63.0
1136116,50000.0,1.0,25.0
1136125,75000.0,3.0,71.0
1136157,278000.0,4.0,79.0
1136170,299000.0,3.0,69.0
1136181,193000.0,3.0,56.0
1136184,95200.0,1.0,38.0
1136186,150000.0,2.0,33.0
1136188,295000.0,4.0,88.0
1136189,106000.0,2.0,30.0
1136192,631500.0,5.0,131.0
1136200,163000.0,3.0,57.0
1136204,142362.0,2.0,43.0
1136214,179650.0,3.0,54.0
1136217,243600.0,3.0,67.0
1136219,450000.0,3.0,82.0
1136224,236000.0,4.0,65.0
1136231,620000.0,3.0,154.0
1136243,95000.0,1.0,26.0
1136254,100000.0,1.0,22.0
1136263,178000.0,3.0,65.0
1136266,90000.0,2.0,31.0
1136271,103480.0,2.0,43.0
1136287,84000.0,1.0,34.0
1136291,145700.0,2.0,49.0
1136301,229900.0,3.0,68.0
1136304,152000.0,3.0,53.0
1136314,210000.0,3.0,62.0
1136317,155000.0,2.0,37.0
1136324,124500.0,2.0,45.0
1136325,55000.0,4.0,66.0
1136339,162000.0,5.0,100.0
1136347,270000.0,3.0,59.0
1136351,145000.0,2.0,41.0
1136358,237862.0,3.0,62.0
1136361,92000.0,1.0,25.0
1136364,235000.0,2.0,41.0
1136369,185000.0,4.0,80.0
1136382,99025.0,1.0,32.0
1136385,289820.0,4.0,66.0
1136388,89000.0,2.0,38.0
1136391,130000.0,2.0,46.0
1136393,149410.0,3.0,65.0
1136411,109000.0,2.0,45.0
1136414,133850.0,3.0,59.0
1136415,193640.0,2.0,28.0
1136419,85000.0,1.0,18.0
1136426,37814.0,2.0,44.0
1136433,88500.0,2.0,46.0
1136447,176000.0,4.0,66.0
1136458,140000.0,2.0,45.0
1136483,290000.0,4.0,93.0
1136486,110000.0,1.0,20.0
1136490,286700.0,3.0,72.0
1136497,199850.0,3.0,64.0
1136501,245000.0,3.0,63.0
1136504,297600.0,3.0,101.0
1136506,95000.0,1.0,30.0
1136509,311500.0,3.0,66.0
1136518,234200.0,4.0,75.0
1136519,63150.0,2.0,36.0
1136535,375000.0,5.0,114.0
1136543,58000.0,1.0,32.0
1136550,456934.0,3.0,76.0
1136553,104450.0,2.0,46.0
1136555,160000.0,1.0,19.0
1136556,160000.0,1.0,54.0
1136564,65000.0,2.0,46.0
1136566,120000.0,2.0,39.0
1136577,527700.0,1.0,98.0
1136584,165000.0,4.0,68.0
1136587,216300.0,2.0,42.0
1136590,142000.0,2.0,39.0
1136595,185000.0,3.0,56.0
1136597,185000.0,3.0,70.0
1136601,82500.0,1.0,19.0
1136607,110000.0,2.0,49.0
1136611,141000.0,4.0,68.0
1136614,66500.0,1.0,27.0
1136616,247060.0,3.0,70.0
1136618,130000.0,1.0,34.0
1136620,75000.0,1.0,22.0
1136624,137800.0,2.0,49.0
1136627,253470.0,3.0,68.0
1136632,177500.0,3.0,62.0
1136635,183000.0,3.0,56.0
1136637,225190.0,4.0,80.0
1136654,79000.0,1.0,23.0
1136655,165000.0,5.0,92.0
1136657,260000.0,3.0,73.0
1136709,108000.0,2.0,35.0
1136733,193000.0,1.0,28.0
1136762,291262.0,3.0,71.0
1136766,105210.0,2.0,32.0
1136784,126450.0,1.0,21.0
1136789,254650.0,3.0,63.0
1136803,162900.0,3.0,51.0
1136820,162000.0,2.0,47.0
1136835,108000.0,2.0,33.0
1136836,182000.0,3.0,50.0
1136850,236000.0,3.0,61.0
1136858,288000.0,3.0,69.0
1136860,215000.0,4.0,82.0
1136865,226250.0,4.0,82.0
1136869,173250.0,3.0,70.0
1136873,110000.0,3.0,58.0
1136877,118000.0,2.0,46.0
1136879,90000.0,1.0,27.0
1136889,194260.0,3.0,65.0
1136894,49294.4,4.0,132.0
1136896,260000.0,4.0,76.0
1136906,103000.0,1.0,14.0
1136910,112000.0,2.0,41.0
1136915,188050.0,3.0,49.0
1136917,118000.0,2.0,37.0
1136922,119000.0,2.0,42.0
1136924,139000.0,2.0,37.0
1136932,560000.0,5.0,120.0
1136935,92200.0,1.0,22.0
1136942,106859.0,2.0,33.0
1136944,76827.0,1.0,27.0
1136952,97000.0,1.0,18.0
1136956,148000.0,2.0,61.0
1136964,76000.0,1.0,21.0
1136966,294000.0,3.0,59.0
1137019,770000.0,1.0,19.0
1137021,770000.0,2.0,31.0
1137022,770000.0,2.0,31.0
1137023,770000.0,2.0,32.0
1137024,770000.0,1.0,22.0
1137025,770000.0,2.0,32.0
1137026,770000.0,1.0,14.0
1137033,266750.0,4.0,65.0
1137064,290500.0,4.0,90.0
1137069,285000.0,3.0,68.0
1137087,155000.0,2.0,53.0
1137092,331000.0,3.0,71.0
1137108,122000.0,2.0,39.0
1137121,98000.0,2.0,40.0
1137124,238200.0,4.0,83.0
1137135,340000.0,4.0,83.0
1137160,206000.0,6.0,90.0
1137162,95000.0,1.0,22.0
1137168,681260.0,7.0,160.0
1137179,80000.0,1.0,21.0
1137185,192300.0,4.0,90.0
1137193,110000.0,2.0,43.0
1137197,262800.0,3.0,65.0
1137209,260000.0,3.0,63.0
1137217,219000.0,4.0,72.0
1137219,58500.0,3.0,72.0
1137222,175490.0,2.0,37.0
1137225,47500.0,1.0,20.0
1137231,174390.0,1.0,48.0
1137254,400000.0,4.0,70.0
1137265,110000.0,2.0,46.0
1137266,70000.0,2.0,29.0
1137275,700000.0,3.0,171.0
1137276,90000.0,4.0,66.0
1137279,187000.0,3.0,70.0
1137295,214040.0,2.0,48.0
1137303,132683.0,2.0,40.0
1137308,123000.0,4.0,71.0
1137313,70000.0,1.0,26.0
1137329,141000.0,3.0,43.0
1137332,110000.0,3.0,63.0
1137336,92000.0,2.0,36.0
1137338,95000.0,3.0,51.0
1137383,378000.0,1.0,81.0
1137395,162450.0,2.0,31.0
1137404,106750.0,1.0,28.0
1137409,336350.0,3.0,80.0
1137410,336350.0,3.0,60.0
1137466,167000.0,3.0,62.0
1137481,295000.0,3.0,67.0
1137484,372300.0,2.0,77.0
1137487,121350.0,2.0,46.0
1137488,245000.0,3.0,64.0
1137490,188000.0,3.0,62.0
1137497,181950.0,2.0,47.0
1137502,264100.0,4.0,89.0
1137516,120000.0,2.0,40.0
1137518,220000.0,3.0,72.0
1137520,99000.0,2.0,39.0
1137522,105000.0,1.0,24.0
1137524,91000.0,2.0,49.0
1137528,323700.0,4.0,120.0
1137542,119000.0,2.0,46.0
1137546,90000.0,1.0,26.0
1137562,155000.0,1.0,22.0
1137586,251000.0,2.0,52.0
1137590,206300.0,2.0,42.0
1137634,1364500.0,3.0,94.0
1137635,1364500.0,2.0,56.0
1137641,106000.0,3.0,48.0
1137643,104500.0,2.0,30.0
1137649,133500.0,4.0,65.0
1137651,133062.0,2.0,39.0
1137663,135000.0,3.0,53.0
1137683,162000.0,4.0,66.0
1137687,172000.0,4.0,62.0
1137694,240000.0,4.0,100.0
1137702,194000.0,3.0,60.0
1137705,152000.0,4.0,68.0
1137709,135331.0,2.0,47.0
1137718,167619.0,1.0,31.0
1137719,775000.0,3.0,62.0
1137720,775000.0,4.0,88.0
1137723,122880.0,1.0,30.0
1137730,116500.0,2.0,54.0
1137731,220000.0,3.0,62.0
1137737,128762.0,4.0,65.0
1137744,108000.0,2.0,44.0
1137745,195000.0,5.0,80.0
1137752,104000.0,1.0,24.0
1137754,1449300.0,7.0,237.0
1137759,173000.0,3.0,57.0
1137761,191000.0,3.0,72.0
1137766,558800.0,5.0,87.0
1137771,60000.0,1.0,20.0
1137777,145000.0,2.0,38.0
1137779,20000.0,1.0,28.0
1137782,129500.0,3.0,53.0
1137784,160750.0,1.0,40.0
1137787,178200.0,3.0,67.0
1137790,550000.0,1.0,29.0
1137791,550000.0,1.0,30.0
1137792,550000.0,5.0,88.0
1137793,550000.0,1.0,16.0
1137795,550000.0,1.0,14.0
1137796,550000.0,4.0,159.0
1137797,550000.0,1.0,14.0
1137807,162500.0,3.0,61.0
1137809,114350.0,1.0,27.0
1137813,101285.0,3.0,62.0
1137826,160000.0,2.0,24.0
1137839,140000.0,2.0,44.0
1137866,239000.0,3.0,70.0
1137875,290000.0,2.0,57.0
1137880,128470.0,1.0,27.0
1137883,171430.0,2.0,50.0
1137892,257106.6,4.0,84.0
1137895,159500.0,3.0,50.0
1137897,148000.0,2.0,33.0
1137901,240000.0,3.0,65.0
1137903,143000.0,2.0,40.0
1137910,211000.0,2.0,46.0
1137915,60000.0,1.0,20.0
1137920,612500.0,5.0,110.0
1137923,375000.0,4.0,81.0
1137931,125000.0,2.0,30.0
1137939,84200.0,1.0,15.0
1137942,325692.0,3.0,66.0
1137960,237400.0,3.0,63.0
1137962,106000.0,3.0,48.0
1137966,218750.0,1.0,46.0
1137974,485000.0,3.0,49.0
1137975,485000.0,1.0,29.0
1137977,178340.0,2.0,41.0
1137984,280000.0,3.0,73.0
1137986,368870.0,4.0,85.0
1137988,400000.0,4.0,55.0
1137989,400000.0,1.0,22.0
1138012,218000.0,4.0,89.0
1138021,112600.0,1.0,25.0
1138030,205000.0,3.0,61.0
1138043,129755.0,2.0,57.0
1138048,578100.0,5.0,103.0
1138053,128000.0,4.0,78.0
1138056,165000.0,2.0,39.0
1138060,119000.0,2.0,36.0
1138075,103000.0,2.0,53.0
1138079,123000.0,2.0,42.0
1138080,123000.0,1.0,27.0
1138086,237768.98,4.0,75.0
1138103,92600.0,1.0,25.0
1138106,127000.0,3.0,53.0
1138120,124000.0,3.0,64.0
1138123,120000.0,1.0,27.0
1138141,126000.0,2.0,43.0
1138149,85000.0,1.0,18.0
1138151,225000.0,2.0,47.0
1138153,124000.0,2.0,32.0
1138155,235000.0,3.0,52.0
